rooms,locationId,multimedia,price,status,size,address,bathrooms,url,district
1,0-EU-ES-28-07-001-079-04-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/1e/13/4c/1246610277.webp', 'tag': 'livingRoom'}]}",1800.0,good,64.0,"calle de Villanueva, 30",1,https://www.idealista.com/inmueble/105255511/,retiro
1,0-EU-ES-28-07-001-079-04-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/c8/f5/56/964316408.webp', 'tag': 'livingRoom'}], 'videos': [{'url': 'https://st3v.idealista.com/1c/90/f7/1045752002.mp4', 'thumbnail': 'https://st3v.idealista.com/1c/90/f7/d_0_1045752002.jpg', 'multimediaId': 1045752002, 'hasExternalVideoPlayer': False}, {'url': 'https://st3v.idealista.com/db/88/00/960382793.mp4', 'thumbnail': 'https://st3v.idealista.com/db/88/00/d_0_960382793.jpg', 'multimediaId': 960382793, 'hasExternalVideoPlayer': False}], 'virtual3DTours': [{'url': 'https://vt.plushglobalmedia.com/tour/TT187378GI/embed?config=idealista&lang=en', 'thumbnail': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/c8/f5/56/964316408.webp', 'category': '360'}]}",1990.0,good,70.0,calle de Villanueva,1,https://www.idealista.com/inmueble/96917977/,retiro
1,0-EU-ES-28-07-001-079-04-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/26/e1/a0/1303735943.webp', 'tag': 'unknown'}]}",2000.0,good,65.0,calle de Lagasca,1,https://www.idealista.com/inmueble/107124672/,retiro
1,0-EU-ES-28-07-001-079-04-001,{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/7c/7b/9a/1303050861.webp'}]},2150.0,good,60.0,calle de Alcalá,1,https://www.idealista.com/inmueble/107102542/,retiro
0,0-EU-ES-28-07-001-079-04-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/9a/8b/b4/1308905942.webp', 'tag': 'bedroom'}]}",2250.0,good,41.0,"calle de Alcalá, 128",1,https://www.idealista.com/inmueble/107264437/,retiro
3,0-EU-ES-28-07-001-079-04-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/e6/17/e4/1299702928.webp', 'tag': 'views'}], 'videos': [{'url': 'https://st3v.idealista.com/a7/a7/9a/1289299182.mp4', 'thumbnail': 'https://st3v.idealista.com/a7/a7/9a/d_0_1289299182.jpg', 'multimediaId': 1289299182, 'hasExternalVideoPlayer': False}]}",2250.0,good,100.0,"calle de Núñez de Balboa, 8",2,https://www.idealista.com/inmueble/106631723/,retiro
0,0-EU-ES-28-07-001-079-04-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/af/5a/ea/1309190905.webp', 'tag': 'livingRoom'}]}",2350.0,good,55.0,calle de Lagasca,1,https://www.idealista.com/inmueble/107311471/,retiro
2,0-EU-ES-28-07-001-079-04-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/8e/59/e6/1304567663.webp', 'tag': 'room'}]}",2400.0,good,85.0,"calle de Alcalá, 155",2,https://www.idealista.com/inmueble/107152450/,retiro
1,0-EU-ES-28-07-001-079-04-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/a5/03/0f/214572735.webp', 'tag': 'hall'}]}",2400.0,good,67.0,"calle Conde de Aranda, 9",1,https://www.idealista.com/inmueble/37316248/,retiro
1,0-EU-ES-28-07-001-079-04-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/90/id.pro.es.image.master/21/be/b6/1298643360.webp', 'tag': 'facade'}]}",2400.0,good,80.0,"calle de Núñez de Balboa, 4",1,https://www.idealista.com/inmueble/106955754/,retiro
1,0-EU-ES-28-07-001-079-04-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/38/53/20/130521579.webp', 'tag': 'kitchen'}], 'videos': [{'url': 'https://st3v.idealista.com/6c/d1/f6/1296529412.mp4', 'thumbnail': 'https://st3v.idealista.com/6c/d1/f6/1296529412.jpg', 'multimediaId': 1296529412, 'hasExternalVideoPlayer': False}], 'virtual3DTours': [{'url': 'https://my.matterport.com/show/?m=oKXQjSK4ioR&lang=en', 'thumbnail': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/38/53/20/130521579.webp', 'category': '360'}]}",2565.0,good,50.0,"calle de jorge juan, 21",1,https://www.idealista.com/inmueble/32350299/,retiro
1,0-EU-ES-28-07-001-079-04-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/0e/ea/c1/1172715268.webp', 'tag': 'livingRoom'}]}",2570.0,good,50.0,calle del Conde de Aranda,1,https://www.idealista.com/inmueble/102944622/,retiro
1,0-EU-ES-28-07-001-079-04-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/b2/14/c6/1087297350.webp', 'tag': 'livingRoom'}]}",2570.0,good,40.0,calle del Conde de Aranda,1,https://www.idealista.com/inmueble/100458462/,retiro
1,0-EU-ES-28-07-001-079-04-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/b9/08/29/1161006168.webp', 'tag': 'livingRoom'}]}",2570.0,good,40.0,calle del Conde de Aranda,1,https://www.idealista.com/inmueble/101189895/,retiro
2,0-EU-ES-28-07-001-079-04-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/c9/22/5c/1309146058.webp', 'tag': 'bedroom'}]}",2600.0,good,77.0,Neighbourhood: Recoletos,2,https://www.idealista.com/inmueble/107309988/,retiro
1,0-EU-ES-28-07-001-079-04-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/5a/76/6a/1151186341.webp', 'tag': 'livingRoom'}], 'virtual3DTours': [{'url': 'https://my.matterport.com/show/?m=upV3FyxBG71&lang=en', 'thumbnail': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/5a/76/6a/1151186341.webp', 'category': '3d'}]}",2650.0,good,48.0,calle de Recoletos,1,https://www.idealista.com/inmueble/97984461/,retiro
1,0-EU-ES-28-07-001-079-04-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/eb/48/8f/1305946097.webp', 'tag': 'livingRoom'}]}",2650.0,good,102.0,"calle de Claudio Coello, 18",1,https://www.idealista.com/inmueble/107118502/,retiro
1,0-EU-ES-28-07-001-079-04-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/50/99/88/1306972860.webp', 'tag': 'livingRoom'}]}",2700.0,good,100.0,calle de Núñez de Balboa,1,https://www.idealista.com/inmueble/107234725/,retiro
2,0-EU-ES-28-07-001-079-04-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/4a/99/d6/1036366625.webp', 'tag': 'kitchen'}], 'videos': [{'url': 'https://st3v.idealista.com/0f/4a/88/1037566955.mp4', 'thumbnail': 'https://st3v.idealista.com/0f/4a/88/d_0_1037566955.jpg', 'multimediaId': 1037566955, 'hasExternalVideoPlayer': False}]}",2700.0,good,102.0,calle de Núñez de Balboa,2,https://www.idealista.com/inmueble/99198674/,retiro
1,0-EU-ES-28-07-001-079-04-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/9d/15/60/1088759620.webp', 'tag': 'livingRoom'}]}",2710.0,good,40.0,calle del Conde de Aranda,1,https://www.idealista.com/inmueble/100478471/,retiro
2,0-EU-ES-28-07-001-079-04-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/22/1b/81/1303126883.webp', 'tag': 'bedroom'}]}",2750.0,good,80.0,calle del Conde de Aranda,1,https://www.idealista.com/inmueble/107102601/,retiro
1,0-EU-ES-28-07-001-079-04-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/f7/16/ac/1208790628.webp', 'tag': 'livingRoom'}]}",2750.0,good,60.0,calle Conde de Aranda,1,https://www.idealista.com/inmueble/104069488/,retiro
2,0-EU-ES-28-07-001-079-04-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/cc/18/c8/1309855163.webp', 'tag': 'livingRoom'}]}",2800.0,good,70.0,calle del Conde de Aranda,2,https://www.idealista.com/inmueble/107332961/,retiro
2,0-EU-ES-28-07-001-079-04-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/6b/d4/c8/1291512631.webp', 'tag': 'unknown'}]}",2800.0,good,60.0,Neighbourhood: Recoletos,2,https://www.idealista.com/inmueble/106704100/,retiro
2,0-EU-ES-28-07-001-079-04-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/42/15/3b/1303982604.webp', 'tag': 'kitchen'}], 'videos': [{'url': 'https://st3v.idealista.com/f5/73/61/1303982522.mp4', 'thumbnail': 'https://st3v.idealista.com/f5/73/61/d_0_1303982522.jpg', 'multimediaId': 1303982522, 'hasExternalVideoPlayer': False}]}",2830.0,good,80.0,calle de Lagasca,1,https://www.idealista.com/inmueble/107132908/,retiro
2,0-EU-ES-28-07-001-079-04-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/10/40/ff/1302285455.webp', 'tag': 'livingRoom'}], 'videos': [{'url': 'https://st3v.idealista.com/df/06/0a/1302285866.mp4', 'thumbnail': 'https://st3v.idealista.com/df/06/0a/d_0_1302285866.jpg', 'multimediaId': 1302285866, 'hasExternalVideoPlayer': False}]}",2850.0,good,80.0,calle del Conde de Aranda,1,https://www.idealista.com/inmueble/107077749/,retiro
1,0-EU-ES-28-07-001-079-04-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/a5/c6/6d/978565470.webp', 'tag': 'livingRoom'}], 'videos': [{'url': 'https://st3v.idealista.com/35/a1/67/982445051.mp4', 'thumbnail': 'https://st3v.idealista.com/35/a1/67/982445051.jpg', 'multimediaId': 982445051, 'hasExternalVideoPlayer': False}], 'virtual3DTours': [{'url': 'https://my.matterport.com/show/?m=c9n1H9msT11&lang=en', 'thumbnail': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/a5/c6/6d/978565470.webp', 'category': '360'}]}",2970.0,good,69.0,"calle del Conde de Aranda, 9",1,https://www.idealista.com/inmueble/97408778/,retiro
2,0-EU-ES-28-07-001-079-04-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/16/5e/f7/1089425781.webp', 'tag': 'livingRoom'}], 'videos': [{'url': 'https://st3v.idealista.com/0f/05/99/1089979434.mp4', 'thumbnail': 'https://st3v.idealista.com/0f/05/99/d_0_1089979434.jpg', 'multimediaId': 1089979434, 'hasExternalVideoPlayer': False}]}",2995.0,good,80.0,calle del Conde de Aranda,1,https://www.idealista.com/inmueble/100492620/,retiro
2,0-EU-ES-28-07-001-079-04-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/5b/f0/b8/1113923006.webp', 'tag': 'livingRoom'}]}",2995.0,good,70.0,calle del Conde de Aranda,1,https://www.idealista.com/inmueble/101189893/,retiro
1,0-EU-ES-28-07-001-079-04-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/0c/45/f4/1071926622.webp', 'tag': 'livingRoom'}], 'videos': [{'url': 'https://st3v.idealista.com/21/d8/62/1071419798.mp4', 'thumbnail': 'https://st3v.idealista.com/21/d8/62/d_0_1071419798.jpg', 'multimediaId': 1071419798, 'hasExternalVideoPlayer': False}], 'virtual3DTours': [{'url': 'https://vt.plushglobalmedia.com/tour/TT18AOMU89/embed?config=idealista&lang=en', 'thumbnail': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/0c/45/f4/1071926622.webp', 'category': '360'}]}",3090.0,good,53.0,calle de Villanueva,1,https://www.idealista.com/inmueble/100022225/,retiro
1,0-EU-ES-28-07-001-079-03-002,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/19/37/f4/1309503473.webp', 'tag': 'bedroom'}]}",900.0,good,45.0,calle de Los Mesejo,1,https://www.idealista.com/inmueble/107322148/,retiro
1,0-EU-ES-28-07-001-079-03-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/07/91/f2/1309451577.webp', 'tag': 'diningRoom'}]}",900.0,good,26.0,avenida de la Ciudad de Barcelona,1,https://www.idealista.com/inmueble/107320367/,retiro
1,0-EU-ES-28-07-001-079-03-002,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/a0/a3/0a/982069565.webp', 'tag': 'bedroom'}]}",925.0,good,55.0,"calle de Valderribas, 61",1,https://www.idealista.com/inmueble/97522170/,retiro
0,0-EU-ES-28-07-001-079-03-003,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/06/c5/58/1308716903.webp', 'tag': 'bedroom'}]}",950.0,good,28.0,"calle de Sirio, 62",1,https://www.idealista.com/inmueble/107294200/,retiro
1,0-EU-ES-28-07-001-079-03-004,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/90/id.pro.es.image.master/10/6b/03/1309061026.webp', 'tag': 'details'}]}",1000.0,good,48.0,calle de Máiquez,1,https://www.idealista.com/inmueble/107306860/,retiro
1,0-EU-ES-28-07-001-079-03-004,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/90/id.pro.es.image.master/e9/1a/1f/827276309.webp', 'tag': 'unknown'}]}",1000.0,good,50.0,calle de MAIQUEZ,1,https://www.idealista.com/inmueble/91955000/,retiro
1,0-EU-ES-28-07-001-079-03-004,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/90/id.pro.es.image.master/6e/e7/5e/882399276.webp', 'tag': 'unknown'}]}",1000.0,good,50.0,MAIQUEZ,1,https://www.idealista.com/inmueble/94194989/,retiro
1,0-EU-ES-28-07-001-079-03-004,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/f8/d1/50/810346985.webp', 'tag': 'bedroom'}]}",1000.0,good,52.0,MAIQUEZ,1,https://www.idealista.com/inmueble/91255451/,retiro
1,0-EU-ES-28-07-001-079-03-004,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/9c/92/5c/847453657.webp', 'tag': 'livingRoom'}]}",1000.0,good,50.0,MAIQUEZ,1,https://www.idealista.com/inmueble/92757779/,retiro
0,0-EU-ES-28-07-001-079-03-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/14/a7/df/1292133732.webp', 'tag': 'kitchen'}], 'virtual3DTours': [{'url': 'https://my.matterport.com/show/?m=2iNh98kGktn&lang=en', 'thumbnail': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/14/a7/df/1292133732.webp', 'category': '3d'}]}",1090.0,good,27.0,calle Regalada,1,https://www.idealista.com/inmueble/106717949/,retiro
0,0-EU-ES-28-07-001-079-03-002,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/fe/6f/12/1309910703.webp', 'tag': 'livingRoom'}], 'videos': [{'url': 'https://st3v.idealista.com/4d/b4/8a/1309910555.mp4', 'thumbnail': 'https://st3v.idealista.com/4d/b4/8a/d_0_1309910555.jpg', 'multimediaId': 1309910555, 'hasExternalVideoPlayer': False}]}",1100.0,good,36.0,calle de Catalina Suárez,1,https://www.idealista.com/inmueble/107334776/,retiro
0,0-EU-ES-28-07-001-079-03-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/52/ac/8f/1292136611.webp', 'tag': 'bedroom'}], 'virtual3DTours': [{'url': 'https://my.matterport.com/show/?m=CW8cwAxqx66&lang=en', 'thumbnail': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/52/ac/8f/1292136611.webp', 'category': '3d'}]}",1100.0,good,27.0,calle Regalada,1,https://www.idealista.com/inmueble/106717915/,retiro
2,0-EU-ES-28-07-001-079-03-002,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/3b/97/62/1309688531.webp', 'tag': 'livingRoom'}], 'videos': [{'url': 'https://st3v.idealista.com/0f/76/da/1309688604.mp4', 'thumbnail': 'https://st3v.idealista.com/0f/76/da/d_0_1309688604.jpg', 'multimediaId': 1309688604, 'hasExternalVideoPlayer': False}]}",1150.0,good,78.0,calle los Mesejo,2,https://www.idealista.com/inmueble/27512707/,retiro
1,0-EU-ES-28-07-001-079-03-004,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/58/26/1e/805731810.webp', 'tag': 'views'}]}",1150.0,good,63.0,"calle de Ibiza, 50",1,https://www.idealista.com/inmueble/91053360/,retiro
1,0-EU-ES-28-07-001-079-03-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/90/id.pro.es.image.master/78/4b/3e/1308094261.webp', 'tag': 'bedroom'}]}",1150.0,good,52.0,"calle de Granada, 1",1,https://www.idealista.com/inmueble/107272911/,retiro
1,0-EU-ES-28-07-001-079-03-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/16/63/14/1302688424.webp', 'tag': 'views'}], 'videos': [{'url': 'https://st3v.idealista.com/3c/f4/c6/1308973231.mp4', 'thumbnail': 'https://st3v.idealista.com/3c/f4/c6/d_0_1308973231.jpg', 'multimediaId': 1308973231, 'hasExternalVideoPlayer': False}]}",1150.0,good,42.0,calle de Cavanilles,1,https://www.idealista.com/inmueble/106847248/,retiro
1,0-EU-ES-28-07-001-079-03-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/a9/29/8a/1295305048.webp', 'tag': 'room'}]}",1150.0,good,52.0,"calle de Valderribas, 54",1,https://www.idealista.com/inmueble/106829542/,retiro
1,0-EU-ES-28-07-001-079-03-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/7c/17/ee/1302981647.webp', 'tag': 'bedroom'}]}",1200.0,good,44.0,avenida de Menéndez Pelayo,1,https://www.idealista.com/inmueble/107100345/,retiro
1,0-EU-ES-28-07-001-079-03-002,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/e5/6b/26/1309794428.webp', 'tag': 'swimmingPool'}]}",1200.0,good,67.0,calle de Játiva,1,https://www.idealista.com/inmueble/107331131/,retiro
1,0-EU-ES-28-07-001-079-03-004,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/f2/53/f1/1308804477.webp', 'tag': 'livingRoom'}]}",1200.0,good,37.0,"calle de Narváez, 44",1,https://www.idealista.com/inmueble/107298203/,retiro
0,0-EU-ES-28-07-001-079-03-005,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/f9/b8/48/1302300116.webp', 'tag': 'livingRoom'}]}",1200.0,good,55.0,calle de Alfonso XII,1,https://www.idealista.com/inmueble/107078160/,retiro
1,0-EU-ES-28-07-001-079-03-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/37/41/f8/620218136.webp', 'tag': 'livingRoom'}]}",1200.0,good,42.0,"calle de Juan de Urbieta, 34",1,https://www.idealista.com/inmueble/83552183/,retiro
1,0-EU-ES-28-07-001-079-03-004,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/90/id.pro.es.image.master/fe/a4/73/985948671.webp', 'tag': 'livingRoom'}]}",1200.0,good,56.0,"calle de Ibiza, 56",1,https://www.idealista.com/inmueble/92526155/,retiro
1,0-EU-ES-28-07-001-079-03-004,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/53/a9/72/684762839.webp', 'tag': 'corridor'}]}",1200.0,good,40.0,"calle Alcalde Sainz de Baranda, 6",1,https://www.idealista.com/inmueble/86138240/,retiro
1,0-EU-ES-28-07-001-079-03-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/03/17/fc/1305590957.webp', 'tag': 'unknown'}]}",1200.0,good,45.0,"calle de Granada, 58",1,https://www.idealista.com/inmueble/107187379/,retiro
1,0-EU-ES-28-07-001-079-03-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/6a/17/9c/1306365619.webp', 'tag': 'views'}]}",1200.0,good,45.0,calle de Granada,1,https://www.idealista.com/inmueble/107214342/,retiro
2,0-EU-ES-28-07-001-079-03-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/e0/0c/fa/1297348752.webp', 'tag': 'kitchen'}]}",1200.0,good,40.0,calle de Granada,1,https://www.idealista.com/inmueble/106906957/,retiro
1,0-EU-ES-28-07-001-079-03-004,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/20/c2/d7/1065719813.webp', 'tag': 'livingRoom'}]}",1200.0,good,45.0,"calle del Alcalde Sainz de Baranda, 37",1,https://www.idealista.com/inmueble/100028822/,retiro
2,0-EU-ES-28-07-001-079-03-002,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/ff/d6/24/1293633731.webp', 'tag': 'livingRoom'}]}",1250.0,good,60.0,calle de Barrilero,1,https://www.idealista.com/inmueble/106347594/,retiro
1,0-EU-ES-28-07-001-079-03-003,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/d0/1e/8c/1293238916.webp', 'tag': 'bedroom'}]}",1280.0,good,50.0,calle del Doctor Esquerdo,1,https://www.idealista.com/inmueble/106762283/,retiro
1,0-EU-ES-28-07-001-079-03-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/1b/c7/89/1280303674.webp', 'tag': 'livingRoom'}], 'videos': [{'url': 'https://st3v.idealista.com/c4/95/ea/1280303739.mp4', 'thumbnail': 'https://st3v.idealista.com/c4/95/ea/d_0_1280303739.jpg', 'multimediaId': 1280303739, 'hasExternalVideoPlayer': False}]}",1290.0,good,41.0,avenida de la Ciudad de Barcelona,1,https://www.idealista.com/inmueble/106354398/,retiro
2,0-EU-ES-28-07-001-079-03-001,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/f4/c7/6c/1306594205.webp', 'tag': 'kitchen'}]}",1295.0,good,60.0,avenida de la Ciudad de Barcelona,1,https://www.idealista.com/inmueble/107221575/,retiro
