rooms,locationId,multimedia,price,status,size,address,bathrooms,url,district
1,0-EU-ES-28-07-001-079-01-004,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/12/d5/62/1151453980.webp', 'tag': 'unknown'}], 'videos': [{'url': 'https://st3v.idealista.com/d2/fb/27/1306216730.mp4', 'thumbnail': 'https://st3v.idealista.com/d2/fb/27/d_0_1306216730.jpg', 'multimediaId': 1306216730, 'hasExternalVideoPlayer': False}], 'virtual3DTours': [{'url': 'https://crm.inmovilla.com/fotosvr/tour.php?cod=19463391.9940&lang=en', 'thumbnail': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/12/d5/62/1151453980.webp', 'category': '360'}]}",850.0,good,38.0,calle de Pelayo,1,https://www.idealista.com/inmueble/102310945/,chueca
0,0-EU-ES-28-07-001-079-01-004,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/af/7f/fb/1185318053.webp', 'tag': 'kitchen'}]}",850.0,good,25.0,calle Hortaleza no number,1,https://www.idealista.com/inmueble/103308744/,chueca
0,0-EU-ES-28-07-001-079-01-004,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/a0/80/f3/1300430049.webp', 'tag': 'kitchen'}]}",900.0,good,31.0,"calle de Hortaleza, 10",1,https://www.idealista.com/inmueble/107014762/,chueca
1,0-EU-ES-28-07-001-079-01-004,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/a2/91/59/806256127.webp', 'tag': 'livingRoom'}]}",950.0,good,30.0,calle de Barbieri,1,https://www.idealista.com/inmueble/91076428/,chueca
0,0-EU-ES-28-07-001-079-01-004,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/39/58/df/936956574.webp', 'tag': 'livingRoom'}], 'videos': [{'url': 'https://st3v.idealista.com/2a/49/56/866689209.mp4', 'thumbnail': 'https://st3v.idealista.com/2a/49/56/d_0_866689209.jpg', 'multimediaId': 866689209, 'hasExternalVideoPlayer': False}]}",990.0,good,48.0,"Libertad, 11",1,https://www.idealista.com/inmueble/93595564/,chueca
1,0-EU-ES-28-07-001-079-01-004,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/e3/b2/66/1308837205.webp', 'tag': 'bedroom'}]}",1100.0,good,39.0,calle de San Marcos,1,https://www.idealista.com/inmueble/107299083/,chueca
0,0-EU-ES-28-07-001-079-01-004,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/36/61/2c/1299874176.webp', 'tag': 'bedroom'}]}",1100.0,good,30.0,calle de Regueros,1,https://www.idealista.com/inmueble/106995142/,chueca
0,0-EU-ES-28-07-001-079-01-004,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/90/id.pro.es.image.master/d7/4e/9b/1295865347.webp', 'tag': 'kitchen'}]}",1100.0,good,37.0,plaza de Pedro Zerolo,1,https://www.idealista.com/inmueble/106851389/,chueca
1,0-EU-ES-28-07-001-079-01-004,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/be/c6/1c/1305567382.webp', 'tag': 'livingRoom'}]}",1150.0,good,43.0,calle de Augusto Figueroa,1,https://www.idealista.com/inmueble/107186675/,chueca
0,0-EU-ES-28-07-001-079-01-004,"{'images': [{'url': 'https://img4.idealista.com/blur/WEB_LISTING-M/0/id.pro.es.image.master/4f/57/4e/1142080711.webp', 'tag': 'bedroom'}]}",1195.0,good,35.0,"calle de Hortaleza, 102",1,https://www.idealista.com/inmueble/91284317/,chueca
